bill_id,title,timeline_history,date_first_reading,date_second_reading,sponsors_full_details,sponsors_names,committee,primary_sponsor_name
379d4801-f398-440f-8a2c-b3e28588a506,"Administration of Criminal Justice Act (Amendment) Bill, 2023",First Reading (House: 2023-07-27) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2023-07-27,,"Hon Miriam Onuoha (APC, Imo, Constituency: Isiala Mbano/Okigwe/Onuimo)",Hon Miriam Onuoha,Not Yet Referred,Hon Miriam Onuoha
2083c18c-bf94-4dbf-b77d-6ab2feb3a433,"Advisory Council on Religious Affairs Act (Amendment) Bill, 2023",First Reading (House: 2023-10-04) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2023-10-04,,"Hon Sulaiman Gumi Abubakar (PDP, Zamfara, Constituency: Gummi/Bukkuyum)",Hon Sulaiman Gumi Abubakar,Not Yet Referred,Hon Sulaiman Gumi Abubakar
9030f7f1-c1db-4ff9-8d54-e5b84bce944e,"African Aviation and Aerospace University, Abuja (Establishment) Bill, 2023",First Reading (House: 2024-10-25) -> Second Reading (House: 2024-10-09) -> Committee Assignment (House: 2024-10-09) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2024-10-25,2024-10-09,"Hon Saidu Musa Abdullahi (APC, Niger, Constituency: Bida/Gbako/Katcha)",Hon Saidu Musa Abdullahi,Aviation Technology,Hon Saidu Musa Abdullahi
c66a8d69-74a7-4e79-932a-85b6125d1940,"African Union Convention for the Protection and Assistance of Internally Displaced Persons (Domestication and Enforcement) Bill, 2024",First Reading (House: 2024-05-09) -> Second Reading (House: 2024-05-21) -> Committee Assignment (House: 2024-05-21) -> Report (House: 2024-06-11) -> Third Reading/Concurrence (House: 2024-06-27) -> Harmonization (Not Started) -> Assent (Not Started),2024-05-09,2024-05-21,"Hon Benjamin Kalu (APC, Abia, Constituency: Bende)",Hon Benjamin Kalu,the Whole,Hon Benjamin Kalu
bd30c81e-3fb4-4b73-8eba-31b926d5067b,"Administration of Jury Trials Criminal Justice Bill, 2023",First Reading (House: 2023-07-26) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2023-07-26,,"Hon Pascal Agbodike (APGA, Anambra, Constituency: Ihiala)",Hon Pascal Agbodike,Not Yet Referred,Hon Pascal Agbodike
e70f338b-b7b5-4c1c-8c88-e98efe0a6a79,"Advance Fee Fraud and Other Fraud Related Offences Act (Amendment) Bill, 2023",First Reading (House: 2023-07-12) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2023-07-12,,"Hon Francis Ejiroghene Waive (APC, Delta, Constituency: Ughelli North, Ughelli South/Udu)",Hon Francis Ejiroghene Waive,Not Yet Referred,Hon Francis Ejiroghene Waive
32839f17-3522-4234-af71-9c1a700e975e,"Advance Fee Fraud and other Fraud Related Offences ACT, CAP A6, LFN 2007",First Reading (Not Started) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,"Hon Abdulmumin Ari Mohammed (APC, Nasarawa, Constituency: Nassarawa/Toto)",Hon Abdulmumin Ari Mohammed,Not Yet Referred,Hon Abdulmumin Ari Mohammed
405d55b6-2895-4856-be53-3f1c97fdda15,"Advanced Healthcare Development Fund (Est.) Bill, 2024",First Reading (Not Started) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,"Hon Akintunde Rotimi (APC, Ekiti, Constituency: Ikole/Oye)",Hon Akintunde Rotimi,Not Yet Referred,Hon Akintunde Rotimi
faf6820a-aab2-4c66-824f-9ce6a5259291,"Advertising Regulatory Council of Nigeria Act (Amendment) Bill, 2024",First Reading (House: 2024-07-18) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2024-07-18,,"Hon Akintunde Rotimi (APC, Ekiti, Constituency: Ikole/Oye)",Hon Akintunde Rotimi,Not Yet Referred,Hon Akintunde Rotimi
96221866-6739-4bf4-bb16-963a5c340704,"Administration of Criminal Justice Act (Amendment) Bill, 2023",First Reading (House: 2023-11-23) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2023-11-23,,"Hon Sada Soli (APC, Katsina, Constituency: Jibia/Kaita)",Hon Sada Soli,Not Yet Referred,Hon Sada Soli
4618622a-0723-46a1-9d47-db0d1eafc594,"Administration of Criminal Justice Act (Amendment) Bill, 2025",First Reading (House: 2025-07-22) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2025-07-22,,"Mitema Obordor (PDP, Bayelsa, Constituency: Ogbia)",Mitema Obordor,Not Yet Referred,Mitema Obordor
649a23ef-e2d5-4c63-90df-0c3f5b13811c,"Administration of Criminal Justice Act (Amendment) Bill, 2025",First Reading (House: 2025-07-03) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2025-07-03,,"Hon. Akingbaso Festus Olanrewaju (APC, Ondo, Constituency: Idanre/Ifedore)",Hon. Akingbaso Festus Olanrewaju,Not Yet Referred,Hon. Akingbaso Festus Olanrewaju
33ee9b83-2280-4002-aa73-f187b1193cd9,"Administration of Criminal Justice Act (Repeal and Re-enactment) Bill, 2023",First Reading (House: 2023-07-25) -> Second Reading (House: 2023-07-26) -> Committee Assignment (House: 2023-07-26) -> Report (House: 2023-10-12) -> Third Reading/Concurrence (House: 2023-10-12) -> Harmonization (Not Started) -> Assent (Not Started),2023-07-25,2023-07-26,"Hon Benjamin Kalu (APC, Abia, Constituency: Bende)",Hon Benjamin Kalu,the Whole,Hon Benjamin Kalu
255edaf5-caec-41a5-a20a-2e1f6e1034e8,Administration of Criminal Justice ACT CAP A3 2015,First Reading (Not Started) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,"Hon Abdulmumin Ari Mohammed (APC, Nasarawa, Constituency: Nassarawa/Toto)",Hon Abdulmumin Ari Mohammed,Not Yet Referred,Hon Abdulmumin Ari Mohammed
82f21da2-e35f-43a6-99e4-1ab466a4096e,"African Union Convention for the Protection and Assistance of Internally Displaced Persons in Nigeria Bill, 2023",First Reading (House: 2023-07-27) -> Second Reading (House: 2023-07-27) -> Committee Assignment (House: 2023-07-27) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2023-07-27,2023-07-27,"Hon Julius Ihonvbere (APC, Edo, Constituency: Owan East/Owan West)",Hon Julius Ihonvbere,the Whole,Hon Julius Ihonvbere
b9acbfb2-2455-4f7d-b48b-fef39f59ac04,"African Union Development Agency Bill, 2023",First Reading (House: 2023-07-27) -> Second Reading (House: 2023-07-27) -> Committee Assignment (House: 2023-07-27) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2023-07-27,2023-07-27,"Hon Julius Ihonvbere (APC, Edo, Constituency: Owan East/Owan West)",Hon Julius Ihonvbere,the Whole,Hon Julius Ihonvbere
9472f9d7-f21e-41ba-8ed7-f0f9897b8b53,"Agricultural and Energy Technical Institute, Nasarawa, Eggon, Nasarawa State, (Establishment) Bill, 2023",First Reading (House: 2023-07-18) -> Second Reading (House: 2023-11-23) -> Committee Assignment (House: 2023-11-23) -> Report (House: 2024-09-26) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2023-07-18,2023-11-23,"Hon Jeremiah Umaru (APC, Nasarawa, Constituency: Akwanga/Nassarawa Eggon/ Wamba)",Hon Jeremiah Umaru,Agricultural Colleges and Institutions,Hon Jeremiah Umaru
1102d028-0c64-423c-a428-f42e65e75417,"Agricultural Credit Guarantee Scheme Fund Act (Amendment) Bill, 2024",First Reading (House: 2024-05-22) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2024-05-22,,"Chinedu Tochukwu Okere (APC, Imo, Constituency: Owerri Municipal/Owerri North/Owerri West)",Chinedu Tochukwu Okere,Not Yet Referred,Chinedu Tochukwu Okere
dac3ccb7-ecff-4ce4-a843-dc05a0b6b397,"Agricultural Credit Guarantee Scheme Fund Act (Amendment) Bill, 2025",First Reading (House: 2025-12-10) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2025-12-10,,"Akarachi Etinosa Tosan (APC, Imo, Constituency: Ikeduru/Mbaitoli)",Akarachi Etinosa Tosan,Not Yet Referred,Akarachi Etinosa Tosan
e164db66-1415-4471-a99a-28ec316b2cc2,"Agricultural Development and Modernization (Establishment) Bill, 2023",First Reading (House: 2023-10-12) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2023-10-12,,"Hon Lanre Okunlola (APC, Lagos, Constituency: Surulere II)",Hon Lanre Okunlola,Not Yet Referred,Hon Lanre Okunlola
bd2c0c36-a8be-4dc2-ba8c-146cc10d1783,"Agricultural Extension Services Revitalization Bill, 2024",First Reading (House: 2024-09-26) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2024-09-26,,"Dalyop Chollom Fom (LP, Plateau, Constituency: Barkin Ladi/Riyom)",Dalyop Chollom Fom,Not Yet Referred,Dalyop Chollom Fom
32417d54-2bc9-413b-951b-5da58cbd25da,"Agricultural Research Council of Nigeria (Amendment) Bill, 2025",First Reading (Not Started) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,"Hon Tajudeen Abbas (APC, Kaduna, Constituency: Zaria)",Hon Tajudeen Abbas,Not Yet Referred,Hon Tajudeen Abbas
ad1f03e2-d15a-455f-acdf-bbfb85ed5ae8,"Agricultural Research Council of Nigeria (Amendment) Bill, 2025",First Reading (House: 2025-07-03) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2025-07-03,,"Shehu Dalhatu (APC, Katsina, Constituency: Faskari/Kankara/Sabuwa)",Shehu Dalhatu,Not Yet Referred,Shehu Dalhatu
ea3d4d0a-255c-4596-be9b-e870695591ea,"Agricultural Research Council of Nigeria (Amendment) Bill, 2025",First Reading (Not Started) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,"Hon Tajudeen Abbas (APC, Kaduna, Constituency: Zaria)",Hon Tajudeen Abbas,Not Yet Referred,Hon Tajudeen Abbas
e4937ace-e7e3-4b28-9dd0-384ee2a782ff,Agricultural Research Council of Nigeria Act (Amendment) Bill 2024,First Reading (House: 2024-04-30) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2024-04-30,,"Hon Marcus Onobun (PDP, Edo, Constituency: Esan Central/Esan South/ Igueben)",Hon Marcus Onobun,Not Yet Referred,Hon Marcus Onobun
2d1d7e90-923e-4a68-8b6b-a876bb4a2334,"Agricultural Research Council of Nigeria Act (Amendment) Bill, 2023",First Reading (House: 2023-07-12) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2023-07-12,,"Hon Oluwole Oke (PDP, Osun, Constituency: Obokun/Oriade)",Hon Oluwole Oke,Not Yet Referred,Hon Oluwole Oke
5c25d7ae-a7bf-4fba-8a50-f160ad82358e,"Agricultural Research Council of Nigeria (Amendment) Bill, 2024.",First Reading (Not Started) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,"Prince Solomon Wombo (APC, Benue, Constituency: Katsina-Ala/Ukum/Logo)",Prince Solomon Wombo,Not Yet Referred,Prince Solomon Wombo
30da598c-2cc2-4cb9-b883-2673d0c2f3c1,"Agricultural Research Council of Nigeria Act (Amendment) Bill, 2023",First Reading (House: 2023-12-21) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2023-12-21,,"Hon Paul Nnamchi (LP, Enugu, Constituency: Enugu East/Isi Uzo)",Hon Paul Nnamchi,Not Yet Referred,Hon Paul Nnamchi
3559f59b-ee0e-466f-abb9-07dc2399d72e,"Agricultural Research Council of Nigeria Act (Amendment) Bill, 2023",First Reading (House: 2023-07-11) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2023-07-11,,"Hon Balele Aminu (APC, Katsina, Constituency: Dutsin-ma/Kurfi)",Hon Balele Aminu,Not Yet Referred,Hon Balele Aminu
3e892bc2-9b6c-4f3a-8250-114950f64906,"Agricultural Research Council of Nigeria Act (Amendment) Bill, 2023",First Reading (House: 2023-07-11) -> Second Reading (House: 2023-11-23) -> Committee Assignment (House: 2023-11-23) -> Report (House: 2024-09-25) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2023-07-11,2023-11-23,"Hon Ojuawo Rufus Adeniyi (APC, Ekiti, Constituency: Ekiti South West/Ikere/Orun/ Ise)",Hon Ojuawo Rufus Adeniyi,Agricultural Colleges and Institutions,Hon Ojuawo Rufus Adeniyi
4ffa89a2-d663-438e-87c9-21e2f29a5610,"Agricultural Research Council of Nigeria Act (Amendment) Bill, 2023",First Reading (House: 2023-10-19) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2023-10-19,,"Useni Mark Bako (APC, Taraba, Constituency: Takum/Donga/Ussa)",Useni Mark Bako,Not Yet Referred,Useni Mark Bako
6e418499-5b56-499f-b5b1-77f80137cef1,"Agricultural Research Council of Nigeria Act (Amendment) Bill, 2023",First Reading (House: 2023-10-31) -> Second Reading (House: 2023-12-20) -> Committee Assignment (House: 2023-12-20) -> Report (House: 2024-02-28) -> Third Reading/Concurrence (House: 2024-02-29) -> Harmonization (Not Started) -> Assent (Not Started),2023-10-31,2023-12-20,"Hon Lawan Shettima Ali (APC, Yobe, Constituency: Bursari/Geidam/Yunusari)",Hon Lawan Shettima Ali,the Whole,Hon Lawan Shettima Ali
70f4a53f-8b9e-4817-961a-fef9121a641f,"Agricultural Research Council of Nigeria Act (Amendment) Bill, 2023",First Reading (House: 2023-11-14) -> Second Reading (House: 2023-12-19) -> Committee Assignment (House: 2023-12-19) -> Report (House: 2024-09-26) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2023-11-14,2023-12-19,"Hon Paul Nnamchi (LP, Enugu, Constituency: Enugu East/Isi Uzo)",Hon Paul Nnamchi,Agricultural Colleges and Institutions,Hon Paul Nnamchi
72aad2fc-589f-432c-b274-c0019a4d1f7a,"Agricultural Research Council of Nigeria Act (Amendment) Bill, 2023",First Reading (House: 2023-10-17) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2023-10-17,,"Hon Uchenna Okonkwo (LP, Anambra, Constituency: Idemili North/Idemili South)",Hon Uchenna Okonkwo,Not Yet Referred,Hon Uchenna Okonkwo
7ca1a5d3-c2b4-4907-a99f-fd32518a405f,"Agricultural Research Council of Nigeria Act (Amendment) Bill, 2023",First Reading (House: 2023-11-07) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2023-11-07,,"Hon Lukman Mudashiru (PDP, Osun, Constituency: Ayedire/Iwo/Ola-Oluwa)",Hon Lukman Mudashiru,Not Yet Referred,Hon Lukman Mudashiru
7da0bf75-19b0-4d88-9685-815e2d8ab831,"Agricultural Research Council of Nigeria Act (Amendment) Bill, 2023",First Reading (House: 2023-11-23) -> Second Reading (House: 2024-07-18) -> Committee Assignment (House: 2024-07-18) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2023-11-23,2024-07-18,"Hon Unyime Josiah Idem (PDP, Akwa Ibom, Constituency: Ukanafun/Oruk Anam)",Hon Unyime Josiah Idem,the Whole,Hon Unyime Josiah Idem
a9d43b8a-5b4c-4d64-ac63-d1b148087788,"Agricultural Research Council of Nigeria Act (Amendment) Bill, 2023",First Reading (House: 2023-10-17) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2023-10-17,,"Hon. Victor Obuzor (PDP, Rivers, Constituency: Ahoada West/Ogba Egbema)",Hon. Victor Obuzor,Not Yet Referred,Hon. Victor Obuzor
b84c16da-6866-48e1-a13c-f4c937cdc111,"Agricultural Research Council of Nigeria Act (Amendment) Bill, 2023",First Reading (House: 2023-11-28) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2023-11-28,,"Hon. Sesoo Ikpagher (APC, Benue, Constituency: Konshisha/Vandeikya)",Hon. Sesoo Ikpagher,Not Yet Referred,Hon. Sesoo Ikpagher
b92cd5aa-153c-4426-b690-a12b32e13c3e,"Agricultural Research Council of Nigeria Act (Amendment) Bill, 2023",First Reading (House: 2023-11-22) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2023-11-22,,"Hon Sulaiman Gumi Abubakar (PDP, Zamfara, Constituency: Gummi/Bukkuyum)",Hon Sulaiman Gumi Abubakar,Not Yet Referred,Hon Sulaiman Gumi Abubakar
c4fc675f-1c0e-41ac-81c1-9478e3e9aeb0,"Agricultural Research Council of Nigeria Act (Amendment) Bill, 2023",First Reading (House: 2023-11-14) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2023-11-14,,"Hon Sulaiman Gumi Abubakar (PDP, Zamfara, Constituency: Gummi/Bukkuyum)",Hon Sulaiman Gumi Abubakar,Not Yet Referred,Hon Sulaiman Gumi Abubakar
e9a3955f-73fb-4e8b-b079-b1a4ea2f012e,"Agricultural Research Council of Nigeria Act (Amendment) Bill, 2023",First Reading (House: 2023-11-14) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2023-11-14,,"Hon Unyime Josiah Idem (PDP, Akwa Ibom, Constituency: Ukanafun/Oruk Anam)",Hon Unyime Josiah Idem,Not Yet Referred,Hon Unyime Josiah Idem
01b9fcf1-0eaa-4d29-8a71-8c588850b06f,"Agricultural Research Council of Nigeria Act (Amendment) Bill, 2024",First Reading (House: 2024-07-11) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2024-07-11,,"Ifeoluwa Ehindero (APC, Ondo, Constituency: Akoko North East/Akoko North West)",Ifeoluwa Ehindero,Not Yet Referred,Ifeoluwa Ehindero
11f0a41c-1256-42b7-84b8-dd4ae060ed54,"Agricultural Research Council of Nigeria Act (Amendment) Bill, 2024",First Reading (House: 2024-05-21) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2024-05-21,,"Hon Olaide Yusuf Mohammed (APC, Oyo, Constituency: Irepo/Orelope/Olorunsogo)",Hon Olaide Yusuf Mohammed,Not Yet Referred,Hon Olaide Yusuf Mohammed
2af15178-7400-4793-bdab-8f4c34a6bd60,"Agricultural Research Council of Nigeria Act (Amendment) Bill, 2024",First Reading (House: 2024-07-17) -> Second Reading (House: 2025-12-16) -> Committee Assignment (House: 2025-12-16) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2024-07-17,2025-12-16,"Hon Tajudeen Kareem (APC, Oyo, Constituency: Saki East/Saki West/Atisbo)",Hon Tajudeen Kareem,Agriculture Production and Service,Hon Tajudeen Kareem
31f73c8a-9327-4a04-893b-552ea4208e38,"Agricultural Research Council of Nigeria Act (Amendment) Bill, 2024",First Reading (House: 2024-05-07) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2024-05-07,,"Kelechi Nwogu (PDP, Rivers, Constituency: Etche/Omuma)",Kelechi Nwogu,Not Yet Referred,Kelechi Nwogu
