bill_id,bill_number,title,originating_chamber,assembly,category,current_status,current_stage,concurrence,harmonization,is_act,committee,primary_sponsor_name,primary_sponsor_party,primary_sponsor_state,primary_sponsor_constituency,sponsors_names,sponsors_parties,sponsors_states,sponsors_full_details,date_first_reading,date_second_reading,date_committee_report,date_passed,date_assented,days_first_to_second_reading,days_in_committee,total_days_to_passage,timeline_history,bill_analysis,bill_content,pdf_initial_bill,pdf_passed_bill,pdf_signed_act,pdf_committee_report,date_created,date_updated
5ceb50e4-5bbf-47b3-bbfa-5f0272880bae,SB 405,"2023 Appropriation Act to Further Extend the time for implementation Bill, 2024",SENATE,10th Assembly,Budget and Expenditure,AWAITING ASSENT,AWAITING ASSENT,NOT STARTED,NOT STARTED,No,Not Yet Referred,Sen. Michael Opeyemi Bamidele,APC,Ekiti,,Sen. Michael Opeyemi Bamidele,APC,Ekiti,"Sen. Michael Opeyemi Bamidele (APC, Ekiti)",2024-03-20,2024-03-20,2024-03-20,2024-03-20,,0,0,0,First Reading (Senate: 2024-03-20) -> Second Reading (Senate: 2024-03-20) -> Committee Assignment (Senate: 2024-03-20) -> Report (Senate: 2024-03-20) -> Third Reading/Concurrence (Senate: 2024-03-20) -> Harmonization (Not Started) -> Concurrence (Not Started) -> Assent (Not Started),,,,,,,2024-06-07T14:54:38.000000Z,2024-06-07T14:54:38.000000Z
a514398c-99ef-4524-b41e-5edf458143c9,SB 318,"2023 Supplementary Appropriation Act (Amendment) Bill, 2023",SENATE,10th Assembly,Budget and Expenditure,AWAITING ASSENT,AWAITING ASSENT,NOT STARTED,NOT STARTED,No,Supply,Sen. Michael Opeyemi Bamidele,APC,Ekiti,,Sen. Michael Opeyemi Bamidele,APC,Ekiti,"Sen. Michael Opeyemi Bamidele (APC, Ekiti)",2023-12-21,2023-12-21,2023-12-21,2023-12-21,,0,0,0,First Reading (Senate: 2023-12-21) -> Second Reading (Senate: 2023-12-21) -> Committee Assignment (Senate: 2023-12-21) -> Report (Senate: 2023-12-21) -> Third Reading/Concurrence (Senate: 2023-12-21) -> Harmonization (Not Started) -> Assent (Not Started),,,,,,,2024-06-07T10:09:07.000000Z,2024-08-20T07:21:15.000000Z
87da4a49-cae6-4d58-a8de-1201171aa269,SB 399,"2023 Supplementary Appropriation Act (Amendment) Bill, 2024",SENATE,10th Assembly,Budget and Expenditure,AWAITING ASSENT,AWAITING ASSENT,NOT STARTED,NOT STARTED,No,Not Yet Referred,Sen. Michael Opeyemi Bamidele,APC,Ekiti,,Sen. Michael Opeyemi Bamidele,APC,Ekiti,"Sen. Michael Opeyemi Bamidele (APC, Ekiti)",2024-03-19,2024-03-19,2024-03-19,2024-03-19,,0,0,0,First Reading (Senate: 2024-03-19) -> Second Reading (Senate: 2024-03-19) -> Committee Assignment (Senate: 2024-03-19) -> Report (Senate: 2024-03-19) -> Third Reading/Concurrence (Senate: 2024-03-19) -> Harmonization (Not Started) -> Concurrence (Not Started) -> Assent (Not Started),,,,,,,2024-06-07T14:39:53.000000Z,2024-06-07T14:39:53.000000Z
2919c9a5-cf8c-4e33-8f75-f237f2ddcc1f,SB 406,"2023 Supplementary Appropriation to re-enact and extend its implementation Bill, 2024",SENATE,10th Assembly,Budget and Expenditure,AWAITING ASSENT,AWAITING ASSENT,NOT STARTED,NOT STARTED,No,Not Yet Referred,Sen. Michael Opeyemi Bamidele,APC,Ekiti,,Sen. Michael Opeyemi Bamidele,APC,Ekiti,"Sen. Michael Opeyemi Bamidele (APC, Ekiti)",2024-03-20,2024-03-20,2024-03-20,2024-03-20,,0,0,0,First Reading (Senate: 2024-03-20) -> Second Reading (Senate: 2024-03-20) -> Committee Assignment (Senate: 2024-03-20) -> Report (Senate: 2024-03-20) -> Third Reading/Concurrence (Senate: 2024-03-20) -> Harmonization (Not Started) -> Concurrence (Not Started) -> Assent (Not Started),,,,,,,2024-06-07T14:56:27.000000Z,2024-06-07T14:56:27.000000Z
4aa4bdd3-65f9-401b-bfb7-a0937eab0e7c,SB 538,"2024 Appropriation Act (Amendment) Bill, 2024",SENATE,10th Assembly,Budget and Expenditure,AWAITING ASSENT,AWAITING ASSENT,NOT STARTED,NOT STARTED,No,Appropriations,Sen. Michael Opeyemi Bamidele,APC,Ekiti,,Sen. Michael Opeyemi Bamidele,APC,Ekiti,"Sen. Michael Opeyemi Bamidele (APC, Ekiti)",2024-07-17,2024-07-17,2024-07-17,2024-07-23,,0,0,6,First Reading (Senate: 2024-07-17) -> Second Reading (Senate: 2024-07-17) -> Committee Assignment (Senate: 2024-07-17) -> Report (Senate: 2024-07-23) -> Third Reading/Concurrence (Senate: 2024-07-23) -> Harmonization (Not Started) -> Assent (Not Started),,,,,,,2025-01-23T09:27:07.000000Z,2025-01-23T09:29:28.000000Z
b6e672ad-d85e-4a7c-a499-f890d179ea4f,SB 680,"2024 Appropriation Act (Amendment) Bill, 2024",SENATE,10th Assembly,Budget and Expenditure,AWAITING ASSENT,AWAITING ASSENT,NOT STARTED,NOT STARTED,No,Supply,Sen. Michael Opeyemi Bamidele,APC,Ekiti,,Sen. Michael Opeyemi Bamidele,APC,Ekiti,"Sen. Michael Opeyemi Bamidele (APC, Ekiti)",2024-12-18,2024-12-18,2024-12-18,2024-12-18,,0,0,0,First Reading (Senate: 2024-12-18) -> Second Reading (Senate: 2024-12-18) -> Committee Assignment (Senate: 2024-12-18) -> Report (Senate: 2024-12-18) -> Third Reading/Concurrence (Senate: 2024-12-18) -> Harmonization (Not Started) -> Assent (Not Started),,,,,,,2025-01-23T12:54:20.000000Z,2025-01-23T12:54:20.000000Z
cc424eac-8a4e-40a2-b529-a27a60951b46,SB 854,"2024 Appropriation Act (Amendment) Bill, 2025",SENATE,10th Assembly,Budget and Expenditure,AWAITING ASSENT,AWAITING ASSENT,NOT STARTED,NOT STARTED,No,Supply,Sen. Solomon Adeola Olamilekan,APC,Ogun,,Sen. Solomon Adeola Olamilekan,APC,Ogun,"Sen. Solomon Adeola Olamilekan (APC, Ogun)",2025-06-24,2025-06-24,2025-06-24,2025-06-24,,0,0,0,First Reading (Senate: 2025-06-24) -> Second Reading (Senate: 2025-06-24) -> Committee Assignment (Senate: 2025-06-24) -> Report (Senate: 2025-06-24) -> Third Reading/Concurrence (Senate: 2025-06-24) -> Harmonization (Not Started) -> Assent (Not Started),,,,,,,2025-11-24T11:33:38.000000Z,2025-11-24T11:33:38.000000Z
6f76d5a1-a74f-486f-87af-4bba4b298ce9,HB 1027,"2024 Appropriation Bill, 2023",HOUSE,10th Assembly,Budget and Expenditure,AWAITING ASSENT,Third Reading/Concurrence,NOT STARTED,NOT STARTED,No,Appropriations,Executive,APC,N/A,.,Executive,APC,N/A,"Executive (APC, N/A, Constituency: .)",2023-11-29,2023-12-01,2023-12-01,2023-12-30,,2,0,31,First Reading (House: 2023-11-29) -> Second Reading (House: 2023-12-01) -> Committee Assignment (House: 2023-12-01) -> Report (House: 2023-12-30) -> Third Reading/Concurrence (House: 2023-12-30) -> Harmonization (Not Started) -> Assent (Not Started),,,,,,,2025-05-28T11:29:43.000000Z,2025-05-28T11:29:43.000000Z
a37ca374-6025-4504-8fb5-1137aadfec97,SB 290,"2024 Appropriation Bill, 2023",SENATE,10th Assembly,Budget and Expenditure,AWAITING ASSENT,AWAITING ASSENT,NOT STARTED,NOT STARTED,No,Appropriations,Sen. Michael Opeyemi Bamidele,APC,Ekiti,,Sen. Michael Opeyemi Bamidele,APC,Ekiti,"Sen. Michael Opeyemi Bamidele (APC, Ekiti)",2023-11-29,2023-12-01,2023-12-01,2023-12-30,,2,0,31,First Reading (Senate: 2023-11-29) -> Second Reading (Senate: 2023-12-01) -> Committee Assignment (Senate: 2023-12-01) -> Report (Senate: 2023-12-30) -> Third Reading/Concurrence (Senate: 2023-12-30) -> Harmonization (Not Started) -> Concurrence (Not Started) -> Assent (Not Started),,,,,,,2024-06-06T16:01:03.000000Z,2024-06-06T16:01:03.000000Z
743e99e9-59f1-487c-8aed-8521c2d8dabd,.,2024 Budget of Nigeria Police Trust Fund (NPTF),SENATE,10th Assembly,Budget and Expenditure,AWAITING ASSENT,AWAITING ASSENT,NOT STARTED,NOT STARTED,No,Not Yet Referred,Sen. Mallam-madori Ahmed Abdulhamid,APC,Jigawa,,Sen. Mallam-madori Ahmed Abdulhamid,APC,Jigawa,"Sen. Mallam-madori Ahmed Abdulhamid (APC, Jigawa)",2025-05-28,,,,,,,,First Reading (Senate: 2025-05-28) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,,,,,2025-11-24T11:08:16.000000Z,2025-11-24T11:08:16.000000Z
af295a3b-aaff-4c1d-a82b-2d85c82be414,SB 397,"2024 Federal Capital Territory (FCT) Appropriation Bill, 2024",SENATE,10th Assembly,Budget and Expenditure,AWAITING ASSENT,AWAITING ASSENT,NOT STARTED,NOT STARTED,No,FCT,Sen. Michael Opeyemi Bamidele,APC,Ekiti,,Sen. Michael Opeyemi Bamidele,APC,Ekiti,"Sen. Michael Opeyemi Bamidele (APC, Ekiti)",2024-03-14,2024-03-14,2024-03-14,2024-03-19,,0,0,5,First Reading (Senate: 2024-03-14) -> Second Reading (Senate: 2024-03-14) -> Committee Assignment (Senate: 2024-03-14) -> Report (Senate: 2024-03-19) -> Third Reading/Concurrence (Senate: 2024-03-19) -> Harmonization (Not Started) -> Concurrence (Not Started) -> Assent (Not Started),,,,,,,2024-06-07T14:11:02.000000Z,2024-06-07T14:11:02.000000Z
1245fdd1-4997-4f02-85bf-122bad5346b4,SB 488,2024 Supplementary Appropriation Act,SENATE,10th Assembly,Budget and Expenditure,AWAITING ASSENT,AWAITING ASSENT,NOT STARTED,NOT STARTED,No,Supply,Sen. Michael Opeyemi Bamidele,APC,Ekiti,,Sen. Michael Opeyemi Bamidele,APC,Ekiti,"Sen. Michael Opeyemi Bamidele (APC, Ekiti)",2024-06-27,2024-06-27,2024-06-27,2024-06-27,,0,0,0,First Reading (Senate: 2024-06-27) -> Second Reading (Senate: 2024-06-27) -> Committee Assignment (Senate: 2024-06-27) -> Report (Senate: 2024-06-27) -> Third Reading/Concurrence (Senate: 2024-06-27) -> Harmonization (Not Started) -> Assent (Not Started),,,,,,,2024-08-31T16:57:33.000000Z,2024-08-31T16:57:33.000000Z
17f873e9-6748-446f-8a42-bcaafac10809,-,2025 – 2026 External Borrowing (Rolling) Plan Issuance of FGN Bonds to Settle Outstanding Pension Liabilities Under the Contributory Pension Scheme Establishment of foreign Currency Denominated Issuance Programme in the Domestic Debt Market,SENATE,10th Assembly,Budget and Expenditure,AWAITING ASSENT,AWAITING ASSENT,NOT STARTED,NOT STARTED,No,the Whole,Sen. Aliyu Magatakarda Wamakko,APC,Sokoto,,Sen. Aliyu Magatakarda Wamakko,APC,Sokoto,"Sen. Aliyu Magatakarda Wamakko (APC, Sokoto)",2025-07-22,2025-07-22,2025-07-22,2025-07-22,,0,0,0,First Reading (Senate: 2025-07-22) -> Second Reading (Senate: 2025-07-22) -> Committee Assignment (Senate: 2025-07-22) -> Report (Senate: 2025-07-22) -> Third Reading/Concurrence (Senate: 2025-07-22) -> Harmonization (Not Started) -> Assent (Not Started),,,,,,,2025-11-24T12:19:46.000000Z,2025-11-24T12:19:46.000000Z
910ab15b-9430-4f33-9b0d-3829dae6e713,..,2025 Budget Proposal of the Nigerian Custom Service,SENATE,10th Assembly,Budget and Expenditure,AWAITING ASSENT,AWAITING ASSENT,NOT STARTED,NOT STARTED,No,the Whole,Sen. Michael Opeyemi Bamidele,APC,Ekiti,,Sen. Michael Opeyemi Bamidele,APC,Ekiti,"Sen. Michael Opeyemi Bamidele (APC, Ekiti)",2025-06-26,2025-06-26,2025-06-26,2025-06-26,,0,0,0,First Reading (Senate: 2025-06-26) -> Second Reading (Senate: 2025-06-26) -> Committee Assignment (Senate: 2025-06-26) -> Report (Senate: 2025-06-26) -> Third Reading/Concurrence (Senate: 2025-06-26) -> Harmonization (Not Started) -> Assent (Not Started),,,,,,,2025-11-24T11:09:33.000000Z,2025-11-24T11:09:33.000000Z
33ee9b83-2280-4002-aa73-f187b1193cd9,HB 214,"Administration of Criminal Justice Act (Repeal and Re-enactment) Bill, 2023",HOUSE,10th Assembly,Judiciary,AWAITING ASSENT,Third Reading/Concurrence,NOT STARTED,NOT STARTED,No,the Whole,Hon Benjamin Kalu,APC,Abia,Bende,Hon Benjamin Kalu,APC,Abia,"Hon Benjamin Kalu (APC, Abia, Constituency: Bende)",2023-07-25,2023-07-26,2023-07-26,2023-10-12,,1,0,79,First Reading (House: 2023-07-25) -> Second Reading (House: 2023-07-26) -> Committee Assignment (House: 2023-07-26) -> Report (House: 2023-10-12) -> Third Reading/Concurrence (House: 2023-10-12) -> Harmonization (Not Started) -> Assent (Not Started),,,,,,,2024-07-01T15:52:12.000000Z,2025-01-30T12:34:22.000000Z
255edaf5-caec-41a5-a20a-2e1f6e1034e8,HB 2044,Administration of Criminal Justice ACT CAP A3 2015,HOUSE,10th Assembly,Crime and Law Enforcement,AWAITING ASSENT,First Reading,NOT STARTED,NOT STARTED,No,Not Yet Referred,Hon Abdulmumin Ari Mohammed,APC,Nasarawa,Nassarawa/Toto,Hon Abdulmumin Ari Mohammed,APC,Nasarawa,"Hon Abdulmumin Ari Mohammed (APC, Nasarawa, Constituency: Nassarawa/Toto)",,,,,,,,,First Reading (Not Started) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,https://admin.placbillstrack.org/bill-uploads/1756887096_HB 2044.pdf,,,,2025-09-03T08:11:36.000000Z,2025-09-03T08:11:36.000000Z
bd30c81e-3fb4-4b73-8eba-31b926d5067b,HB 293,"Administration of Jury Trials Criminal Justice Bill, 2023",HOUSE,10th Assembly,Judiciary,AWAITING ASSENT,First Reading,NOT STARTED,NOT STARTED,No,Not Yet Referred,Hon Pascal Agbodike,APGA,Anambra,Ihiala,Hon Pascal Agbodike,APGA,Anambra,"Hon Pascal Agbodike (APGA, Anambra, Constituency: Ihiala)",2023-07-26,,,,,,,,First Reading (House: 2023-07-26) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,,,,,2024-07-22T15:46:36.000000Z,2024-07-22T15:46:36.000000Z
e70f338b-b7b5-4c1c-8c88-e98efe0a6a79,HB 78,"Advance Fee Fraud and Other Fraud Related Offences Act (Amendment) Bill, 2023",HOUSE,10th Assembly,Crime and Law Enforcement,AWAITING ASSENT,First Reading,NOT STARTED,NOT STARTED,No,Not Yet Referred,Hon Francis Ejiroghene Waive,APC,Delta,"Ughelli North, Ughelli South/Udu",Hon Francis Ejiroghene Waive,APC,Delta,"Hon Francis Ejiroghene Waive (APC, Delta, Constituency: Ughelli North, Ughelli South/Udu)",2023-07-12,,,,,,,,First Reading (House: 2023-07-12) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,https://admin.placbillstrack.org/bill-uploads/1769524805_HB78.pdf,,,,2024-06-11T12:18:37.000000Z,2026-01-27T14:40:05.000000Z
32839f17-3522-4234-af71-9c1a700e975e,HB 2042,"Advance Fee Fraud and other Fraud Related Offences ACT, CAP A6, LFN 2007",HOUSE,10th Assembly,Crime and Law Enforcement,AWAITING ASSENT,First Reading,NOT STARTED,NOT STARTED,No,Not Yet Referred,Hon Abdulmumin Ari Mohammed,APC,Nasarawa,Nassarawa/Toto,Hon Abdulmumin Ari Mohammed,APC,Nasarawa,"Hon Abdulmumin Ari Mohammed (APC, Nasarawa, Constituency: Nassarawa/Toto)",,,,,,,,,First Reading (Not Started) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,https://admin.placbillstrack.org/bill-uploads/1756886692_HB 2042.pdf,,,,2025-09-03T08:04:52.000000Z,2025-09-03T08:04:52.000000Z
425a7e89-542f-4cc6-8e6e-8eb6c2601a0e,HB 06,"Acts Authentication Act (Amendment) Bill, 2023",HOUSE,10th Assembly,Government Operations and Institutions,AWAITING ASSENT,Committee Assignment,NOT STARTED,NOT STARTED,No,Justice,Hon Ahmadu Usman Jaha,APC,Borno,Damboa/Gwoza/Chibok,Hon Ahmadu Usman Jaha; Hon Ugochinyere Onyinye Ikeagwuonu; Hon Tajudeen Abbas; Hon Benjamin Kalu,APC; PDP,Imo; Abia; Kaduna; Borno,"Hon Ahmadu Usman Jaha (APC, Borno, Constituency: Damboa/Gwoza/Chibok); Hon Ugochinyere Onyinye Ikeagwuonu (PDP, Imo, Constituency: Ideato North/Ideato South); Hon Tajudeen Abbas (APC, Kaduna, Constituency: Zaria); Hon Benjamin Kalu (APC, Abia, Constituency: Bende)",2023-07-05,2023-09-26,2023-09-26,,,83,0,,First Reading (House: 2023-07-05) -> Second Reading (House: 2023-09-26) -> Committee Assignment (House: 2023-09-26) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,https://admin.placbillstrack.org/bill-uploads/1725537885_HB06.pdf,,,,2024-06-10T11:07:28.000000Z,2024-09-05T12:04:45.000000Z
379d4801-f398-440f-8a2c-b3e28588a506,HB 343,"Administration of Criminal Justice Act (Amendment) Bill, 2023",HOUSE,10th Assembly,Judiciary,AWAITING ASSENT,First Reading,NOT STARTED,NOT STARTED,No,Not Yet Referred,Hon Miriam Onuoha,APC,Imo,Isiala Mbano/Okigwe/Onuimo,Hon Miriam Onuoha,APC,Imo,"Hon Miriam Onuoha (APC, Imo, Constituency: Isiala Mbano/Okigwe/Onuimo)",2023-07-27,,,,,,,,First Reading (House: 2023-07-27) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,,,,,2024-08-29T12:35:47.000000Z,2024-08-29T12:35:47.000000Z
